frame.time_relative,frame.len,ip.src,ip.dst,mqtt.msgtype,mqtt.qos,mqtt.topic,mqtt.msg,mqtt.msgid
0.000000000,74,172.19.0.5,172.19.0.6,,,,,
0.000125000,74,172.19.0.6,172.19.0.5,,,,,
0.000165000,66,172.19.0.5,172.19.0.6,,,,,
0.000267000,152,172.19.0.5,172.19.0.6,1,,,,
0.000336000,66,172.19.0.6,172.19.0.5,,,,,
0.000555000,70,172.19.0.6,172.19.0.5,2,,,,
0.000582000,66,172.19.0.5,172.19.0.6,,,,,
0.001011000,121,172.19.0.5,172.19.0.6,3,1,$SYS/broker/connection/eefad1da9baa.b4->b5/state,31,3
0.001138000,66,172.19.0.6,172.19.0.5,,,,,
0.001202000,82,172.19.0.5,172.19.0.6,8,,exmp/temp,,4
0.001268000,66,172.19.0.6,172.19.0.5,,,,,
0.001359000,70,172.19.0.6,172.19.0.5,4,,,,3
0.001382000,66,172.19.0.5,172.19.0.6,,,,,
0.001643000,71,172.19.0.6,172.19.0.5,9,,,,4
0.001667000,66,172.19.0.5,172.19.0.6,,,,,
3.173990000,75,172.19.0.6,172.19.0.5,8,,a1,,5
3.174060000,66,172.19.0.5,172.19.0.6,,,,,
3.174237000,75,172.19.0.6,172.19.0.5,8,,a2,,6
3.174256000,66,172.19.0.5,172.19.0.6,,,,,
3.174390000,75,172.19.0.6,172.19.0.5,8,,a3,,7
3.174408000,66,172.19.0.5,172.19.0.6,,,,,
3.174549000,75,172.19.0.5,172.19.0.4,8,,a1,,6
3.174801000,75,172.19.0.6,172.19.0.5,8,,a4,,8
3.174759000,71,172.19.0.5,172.19.0.6,9,,,,5
3.174905000,66,172.19.0.6,172.19.0.5,,,,,
3.174949000,71,172.19.0.5,172.19.0.6,9,,,,6
3.175042000,66,172.19.0.6,172.19.0.5,,,,,
3.175072000,71,172.19.0.5,172.19.0.6,9,,,,7
3.175085000,71,172.19.0.4,172.19.0.5,9,,,,6
3.175114000,84,172.19.0.5,172.19.0.4,8^8,,a2^a3,,7^8
3.175117000,66,172.19.0.6,172.19.0.5,,,,,
3.175180000,71,172.19.0.5,172.19.0.6,9,,,,8
3.175182000,75,172.19.0.6,172.19.0.5,8,,a5,,9
3.175225000,66,172.19.0.6,172.19.0.5,,,,,
3.175253000,71,172.19.0.4,172.19.0.5,9,,,,7
3.175281000,75,172.19.0.5,172.19.0.4,8,,a4,,9
3.175337000,71,172.19.0.5,172.19.0.6,9,,,,9
3.175389000,75,172.19.0.6,172.19.0.5,8,,a6,,10
3.175408000,71,172.19.0.4,172.19.0.5,9,,,,8
3.175439000,75,172.19.0.5,172.19.0.4,8,,a5,,10
3.175582000,71,172.19.0.4,172.19.0.5,9,,,,9
3.175669000,66,172.19.0.5,172.19.0.4,,,,,
3.175777000,71,172.19.0.4,172.19.0.5,9,,,,10
3.175800000,66,172.19.0.5,172.19.0.4,,,,,
3.175832000,75,172.19.0.5,172.19.0.4,8,,a6,,11
3.175888000,71,172.19.0.5,172.19.0.6,9,,,,10
3.175977000,75,172.19.0.6,172.19.0.5,8,,a7,,11
3.176065000,71,172.19.0.4,172.19.0.5,9,,,,11
3.176086000,66,172.19.0.5,172.19.0.4,,,,,
3.176106000,75,172.19.0.5,172.19.0.4,8,,a7,,12
3.176155000,71,172.19.0.5,172.19.0.6,9,,,,11
3.176227000,66,172.19.0.6,172.19.0.5,,,,,
3.176359000,71,172.19.0.4,172.19.0.5,9,,,,12
3.176415000,66,172.19.0.5,172.19.0.4,,,,,
