frame.time_relative,frame.len,ip.src,ip.dst,mqtt.msgtype,mqtt.qos,mqtt.topic,mqtt.msg,mqtt.msgid
0.000000000,76,172.19.0.5,172.19.0.6,3,1,a0,3135,1
0.000091000,66,172.19.0.6,172.19.0.5,,,,,
0.000639000,76,172.19.0.6,172.19.0.7,3,1,a0,3135,1
0.000813000,66,172.19.0.7,172.19.0.6,,,,,
0.000885000,70,172.19.0.6,172.19.0.5,4,,,,1
0.001045000,66,172.19.0.5,172.19.0.6,,,,,
0.001200000,70,172.19.0.7,172.19.0.6,4,,,,1
0.001236000,66,172.19.0.6,172.19.0.7,,,,,
1.000659000,76,172.19.0.5,172.19.0.6,3,1,a0,3237,2
1.000747000,66,172.19.0.6,172.19.0.5,,,,,
1.001091000,76,172.19.0.6,172.19.0.7,3,1,a0,3237,2
1.001199000,66,172.19.0.7,172.19.0.6,,,,,
1.001248000,70,172.19.0.6,172.19.0.5,4,,,,2
1.001372000,66,172.19.0.5,172.19.0.6,,,,,
1.001810000,70,172.19.0.7,172.19.0.6,4,,,,2
1.001835000,66,172.19.0.6,172.19.0.7,,,,,
2.000532000,76,172.19.0.5,172.19.0.6,3,1,a0,3436,3
2.001016000,76,172.19.0.6,172.19.0.7,3,1,a0,3436,3
2.001134000,66,172.19.0.7,172.19.0.6,,,,,
2.001176000,70,172.19.0.6,172.19.0.5,4,,,,3
2.001274000,66,172.19.0.5,172.19.0.6,,,,,
2.001510000,70,172.19.0.7,172.19.0.6,4,,,,3
2.001532000,66,172.19.0.6,172.19.0.7,,,,,
3.001688000,76,172.19.0.5,172.19.0.6,3,1,a0,3236,4
3.002034000,76,172.19.0.6,172.19.0.7,3,1,a0,3236,4
3.002365000,70,172.19.0.7,172.19.0.6,4,,,,4
3.002396000,66,172.19.0.6,172.19.0.7,,,,,
3.002531000,70,172.19.0.6,172.19.0.5,4,,,,4
3.002620000,66,172.19.0.5,172.19.0.6,,,,,
4.003331000,76,172.19.0.5,172.19.0.6,3,1,a0,3831,5
4.003946000,76,172.19.0.6,172.19.0.7,3,1,a0,3831,5
4.004082000,70,172.19.0.6,172.19.0.5,4,,,,5
4.004228000,66,172.19.0.5,172.19.0.6,,,,,
4.004493000,70,172.19.0.7,172.19.0.6,4,,,,5
4.004517000,66,172.19.0.6,172.19.0.7,,,,,
5.005916000,75,172.19.0.5,172.19.0.6,3,1,a0,35,6
5.006957000,75,172.19.0.6,172.19.0.7,3,1,a0,35,6
5.007217000,70,172.19.0.6,172.19.0.5,4,,,,6
